Date,Price,Open,High,Low,Vol.,Change
01-10-2014,4361.63,4425.37,4425.37,4351.02,-,-1.48
02-10-2014,4417.4,4360.83,4426.65,4351.83,-,1.28
03-10-2014,4488.02,4431.23,4503.72,4431.23,-,1.6
06-10-2014,4439.66,4495.43,4505.16,4439.19,-,-1.08
07-10-2014,4358.36,4425.89,4425.89,4358.36,-,-1.83
08-10-2014,4422.02,4362.01,4427.33,4330.94,-,1.46
09-10-2014,4327.91,4418.42,4418.42,4324.47,-,-2.13
10-10-2014,4313.09,4323.83,4358.08,4305.11,-,-0.34
13-10-2014,4232.68,4309.34,4309.38,4229.44,-,-1.86
14-10-2014,4289.83,4246.94,4319.52,4246.94,-,1.35
15-10-2014,4295.89,4271.32,4317.82,4193.17,-,0.14
16-10-2014,4292.21,4267.18,4315.73,4229.73,-,-0.09
17-10-2014,4277.11,4302.62,4322.09,4257.21,-,-0.35
20-10-2014,4360.38,4274.78,4360.4,4270.73,-,1.95
21-10-2014,4425.97,4365.57,4429.07,4365.57,-,1.5
22-10-2014,4377.81,4429.46,4459.97,4376.33,-,-1.09
23-10-2014,4454.61,4397.72,4477.33,4397.72,-,1.75
24-10-2014,4443.44,4452.69,4452.69,4404.15,-,-0.25
27-10-2014,4455.04,4436.27,4456.85,4403.53,-,0.26
28-10-2014,4520.68,4458.15,4522.45,4437.91,-,1.47
29-10-2014,4496.86,4519.96,4541.43,4476.81,-,-0.53
30-10-2014,4532.21,4487.33,4540.38,4482.41,-,0.79
31-10-2014,4575.14,4572.28,4602.85,4566.07,-,0.95
03-11-2014,4569.48,4573.35,4592.86,4562.16,-,-0.12
04-11-2014,4551.22,4564.2,4566.81,4520.27,-,-0.4
05-11-2014,4567.37,4556.18,4586.04,4555.56,-,0.35
06-11-2014,4639.45,4570.07,4639.67,4564.48,-,1.58
07-11-2014,4656.85,4646.78,4664.14,4627.51,-,0.38
10-11-2014,4643.02,4651.31,4659.1,4627.63,-,-0.3
11-11-2014,4645.58,4638.83,4646.36,4630.03,-,0.06
12-11-2014,4731.69,4641.55,4738.01,4638.1,-,1.85
13-11-2014,4711.9,4735.15,4746.82,4694.25,-,-0.42
14-11-2014,4721.53,4711.2,4725.91,4703.62,-,0.2
17-11-2014,4667.89,4714.84,4721.22,4667.32,-,-1.14
18-11-2014,4671.69,4668.55,4693.13,4658.45,-,0.08
19-11-2014,4705.97,4677.91,4711.49,4663.69,-,0.73
20-11-2014,4785.6,4702.51,4789.59,4700.67,-,1.69
21-11-2014,4791.64,4819.6,4837.94,4786.03,-,0.13
24-11-2014,4854.1,4796.88,4855.81,4796.88,-,1.3
25-11-2014,4846.08,4857.48,4891.8,4832.66,-,-0.17
26-11-2014,4833.21,4846.84,4855.86,4827.66,-,-0.27
28-11-2014,4876.1,4841.76,4912.24,4841.76,-,0.89
01-12-2014,4770.5,4872.71,4872.71,4768.78,-,-2.17
02-12-2014,4786.73,4777.58,4811.84,4768.58,-,0.34
03-12-2014,4827.04,4787.46,4834.79,4781.15,-,0.84
04-12-2014,4791.81,4824.32,4824.32,4763.43,-,-0.73
05-12-2014,4779.17,4792.76,4795.33,4761.76,-,-0.26
08-12-2014,4740.46,4779.17,4797.56,4734.93,-,-0.81
09-12-2014,4756.36,4732.82,4757.33,4673.3,-,0.34
10-12-2014,4679.17,4753.16,4768.14,4677.23,-,-1.62
11-12-2014,4735,4684.65,4805.87,4684.65,-,1.19
12-12-2014,4764.7,4720.2,4800.22,4699.47,-,0.63
15-12-2014,4775.7,4774.44,4829.44,4738.21,-,0.23
16-12-2014,4718.99,4772.51,4801.42,4718.54,-,-1.19
17-12-2014,4829.31,4723.24,4835.63,4720.72,-,2.34
18-12-2014,4904.09,4845.64,4908.06,4844.78,-,1.55
19-12-2014,4870.4,4903.67,4903.67,4836.81,-,-0.69
22-12-2014,4900.17,4869.87,4902.39,4869.87,-,0.61
23-12-2014,4932.65,4902.31,4971.6,4902.31,-,0.66
24-12-2014,4929.53,4935.86,4959.47,4929.5,-,-0.06
26-12-2014,4944.3,4936.64,4967.19,4936.64,-,0.3
29-12-2014,4991.92,4943.06,4998.63,4939.18,-,0.96
30-12-2014,4980.28,4988.2,5016.95,4975.11,-,-0.23
31-12-2014,4969.5,4983.63,5024.22,4968.52,-,-0.22
02-01-2015,4935.61,4986.79,4999.08,4898.67,-,-0.68
05-01-2015,4874.69,4915.61,4924.15,4855.27,-,-1.23
06-01-2015,4827.2,4884.11,4897.75,4785.47,-,-0.97
07-01-2015,4950,4858.31,4950.24,4858.31,-,2.54
08-01-2015,5017.74,4979.73,5022.11,4977.15,-,1.37
09-01-2015,4930.8,5007.11,5007.11,4928.27,-,-1.73
12-01-2015,4938.54,4930.8,4940.67,4889.74,-,0.16
13-01-2015,4901.59,4960.77,5003.49,4868.52,-,-0.75
14-01-2015,4878.39,4871.93,4883.71,4821.6,-,-0.47
15-01-2015,4769.52,4878.53,4893.36,4768.3,-,-2.23
16-01-2015,4836.99,4769.52,4839.21,4757.12,-,1.41
20-01-2015,4769.8,4837.72,4839.02,4738.06,-,-1.39
21-01-2015,4801.96,4774.05,4805.98,4761.44,-,0.67
22-01-2015,4893.15,4808.83,4899.84,4791.47,-,1.9
23-01-2015,4922.02,4897.07,4935.95,4885.74,-,0.59
26-01-2015,4967.29,4921.69,4967.29,4911.46,-,0.92
27-01-2015,4948.86,4966.66,4973.44,4914.36,-,-0.37
28-01-2015,4870.65,4968.43,4974.97,4859.27,-,-1.58
29-01-2015,4910.51,4879.47,4910.56,4842.71,-,0.82
30-01-2015,4807.47,4909.87,4909.87,4805.55,-,-2.1
02-02-2015,4833.58,4807.47,4837.74,4715.45,-,0.54
03-02-2015,4927.26,4852.63,4929.14,4842.14,-,1.94
04-02-2015,4934.85,4911.77,4955.14,4908.92,-,0.15
05-02-2015,4968.28,4947.74,4989.13,4946.11,-,0.68
06-02-2015,4966.7,4969.67,4984.27,4946.87,-,-0.03
09-02-2015,4943.42,4966.42,4972.94,4937.84,-,-0.47
10-02-2015,4990.64,4943.46,4997.69,4942.83,-,0.96
11-02-2015,4997.44,4986.74,5012.55,4985.36,-,0.14
12-02-2015,5043.49,5014.27,5045.34,4992.91,-,0.92
13-02-2015,5072.34,5042.82,5076.54,5036.73,-,0.57
17-02-2015,5064.59,5066.72,5073.38,5040.25,-,-0.15
18-02-2015,5065.93,5051.64,5070,5045.82,-,0.03
19-02-2015,5063.68,5066.16,5079.44,5059.35,-,-0.04
20-02-2015,5096.82,5063.8,5099.66,5046.36,-,0.65
23-02-2015,5092.58,5100.44,5107.21,5071,-,-0.08
24-02-2015,5084.16,5096.62,5105.97,5071.81,-,-0.17
25-02-2015,5099.61,5080.45,5114.09,5074.13,-,0.3
26-02-2015,5092,5097.61,5101.84,5082.46,-,-0.15
27-02-2015,5103.91,5084.92,5121.18,5083.66,-,0.23
02-03-2015,5131.3,5103.09,5135.51,5102.51,-,0.54
03-03-2015,5101.35,5130.58,5134.01,5087.49,-,-0.58
04-03-2015,5083.22,5101.35,5101.35,5057.25,-,-0.36
05-03-2015,5087.86,5090.44,5095.87,5069.44,-,0.09
06-03-2015,5057.03,5087.86,5098.23,5051.36,-,-0.61
09-03-2015,5076.42,5061.99,5081.47,5053.13,-,0.38
10-03-2015,5030.78,5052.54,5052.54,5012.14,-,-0.9
11-03-2015,5046.88,5036.36,5060.77,5033.87,-,0.32
12-03-2015,5132.46,5068.94,5136.5,5068.86,-,1.7
13-03-2015,5113.95,5131.62,5143.55,5084.85,-,-0.36
16-03-2015,5146.81,5132.51,5153.24,5132.51,-,0.64
17-03-2015,5157.62,5134.51,5163.27,5129.18,-,0.21
18-03-2015,5173.09,5157.14,5182.87,5112.97,-,0.3
19-03-2015,5201.28,5165.61,5206.05,5165.61,-,0.54
20-03-2015,5235.76,5218.4,5242.62,5204.94,-,0.66
23-03-2015,5247.8,5235.61,5278.11,5234.87,-,0.23
24-03-2015,5259.8,5247.63,5281.69,5242.8,-,0.23
25-03-2015,5172.24,5261.93,5261.93,5172.24,-,-1.66
26-03-2015,5156.44,5164.29,5176.66,5138.39,-,-0.31
27-03-2015,5197.98,5156.44,5199.33,5156.44,-,0.81
30-03-2015,5265.39,5218.35,5271.89,5218.35,-,1.3
31-03-2015,5253.73,5250.4,5295.48,5247.18,-,-0.22
01-04-2015,5210.6,5253.44,5253.44,5189.48,-,-0.82
02-04-2015,5250.4,5220.02,5273.55,5218.83,-,0.76
06-04-2015,5263.38,5228.5,5286.3,5223.46,-,0.25
07-04-2015,5218.45,5261.28,5275.43,5217.68,-,-0.85
08-04-2015,5262.58,5224.23,5265.76,5223.78,-,0.85
09-04-2015,5245.33,5261.41,5276.27,5210.09,-,-0.33
10-04-2015,5256.04,5245.53,5263.04,5239.53,-,0.2
13-04-2015,5262.73,5261.32,5297.73,5256.42,-,0.13
14-04-2015,5218.65,5262.7,5266.14,5187.69,-,-0.84
15-04-2015,5213.62,5234.18,5248.54,5213.17,-,-0.1
16-04-2015,5217.58,5219.18,5232.6,5210.23,-,0.08
17-04-2015,5122.21,5188.12,5188.12,5112.45,-,-1.83
20-04-2015,5169.94,5147.93,5177.16,5136.71,-,0.93
21-04-2015,5179.87,5187.61,5196.64,5165.4,-,0.19
22-04-2015,5193.94,5179.83,5197.86,5148.42,-,0.27
23-04-2015,5226.3,5191.58,5240.47,5191.43,-,0.62
24-04-2015,5235.59,5239.5,5244.52,5231.88,-,0.18
27-04-2015,5178.53,5246.15,5253.88,5172.93,-,-1.09
28-04-2015,5163.12,5178.53,5191.14,5128.42,-,-0.3
29-04-2015,5064.43,5162.99,5162.99,5053.12,-,-1.91
30-04-2015,5019.33,5052.66,5069.38,4998.99,-,-0.89
01-05-2015,5090.96,5033.46,5092.39,5030.36,-,1.43
04-05-2015,5106.52,5100.26,5127.25,5095.64,-,0.31
05-05-2015,5048.74,5105.95,5113.48,5039.72,-,-1.13
06-05-2015,5042.03,5063.1,5063.93,4994.47,-,-0.13
07-05-2015,5094.3,5041.96,5104.87,5037.08,-,1.04
08-05-2015,5137.49,5125.81,5170.97,5125.81,-,0.85
11-05-2015,5142.15,5137.11,5163.31,5136.13,-,0.09
12-05-2015,5111.3,5120.39,5131.88,5074.8,-,-0.6
13-05-2015,5095.81,5111.89,5122.3,5080.26,-,-0.3
14-05-2015,5061.84,5106.31,5106.31,5035.39,-,-0.67
15-05-2015,5110.06,5069.61,5110.33,5062.5,-,0.95
18-05-2015,5165.46,5110.03,5166.58,5110.03,-,1.08
19-05-2015,5128.82,5161.83,5166.96,5119.95,-,-0.71
20-05-2015,5129.85,5133.5,5140.22,5107.64,-,0.02
21-05-2015,5156.1,5122.32,5175.62,5111.64,-,0.51
22-05-2015,5143.01,5151.77,5169.09,5125.26,-,-0.25
26-05-2015,5087.69,5136.37,5141.02,5080.56,-,-1.08
27-05-2015,5112.95,5087.69,5125.52,5087.69,-,0.5
28-05-2015,5118.52,5110.82,5125.09,5103.71,-,0.11
29-05-2015,5068.58,5117.07,5121.06,5064.42,-,-0.98
01-06-2015,5067.95,5083.38,5093.82,5045,-,-0.01
02-06-2015,5105.58,5059.16,5131.02,5059.16,-,0.74
03-06-2015,5174.28,5118.7,5182.65,5108.68,-,1.35
04-06-2015,5170.96,5153.33,5197.1,5141.77,-,-0.06
05-06-2015,5153.71,5162.01,5167.84,5126.55,-,-0.33
08-06-2015,5113.64,5152.79,5161.05,5113.55,-,-0.78
09-06-2015,5096.68,5119.63,5134.23,5071.49,-,-0.33
10-06-2015,5136.01,5109.13,5146.44,5109.13,-,0.77
11-06-2015,5150.96,5148.75,5179.46,5140.84,-,0.29
12-06-2015,5152.55,5140.19,5157.56,5130.19,-,0.03
15-06-2015,5124.85,5133.38,5133.38,5090.85,-,-0.54
16-06-2015,5148.25,5120.17,5153.2,5118.08,-,0.46
17-06-2015,5164.97,5157.89,5177.97,5138.26,-,0.32
18-06-2015,5216.52,5172.19,5233.23,5171.82,-,1
19-06-2015,5215.6,5222.77,5243.38,5204.31,-,-0.02
22-06-2015,5234.43,5238.29,5245.16,5227.22,-,0.36
23-06-2015,5278.64,5246.18,5280.49,5246.18,-,0.84
24-06-2015,5239.71,5273.47,5280.64,5237.07,-,-0.74
25-06-2015,5227.94,5248.54,5253.47,5223.12,-,-0.22
26-06-2015,5252.07,5227.94,5270.8,5227.94,-,0.46
29-06-2015,5111.96,5220.17,5223.61,5109.08,-,-2.67
30-06-2015,5120.48,5140.25,5140.9,5104.54,-,0.17
01-07-2015,5152.4,5150.14,5162.71,5127.68,-,0.62
02-07-2015,5125.47,5157.38,5170.34,5116.74,-,-0.52
06-07-2015,5131.82,5096.69,5165,5091.58,-,0.12
07-07-2015,5180.67,5138.89,5185.42,5078.91,-,0.95
08-07-2015,5121.1,5152.97,5171.71,5098.29,-,-1.15
09-07-2015,5132.27,5157.01,5166.32,5119.86,-,0.22
10-07-2015,5186.15,5169.34,5190.45,5161.76,-,1.05
13-07-2015,5247.85,5210.23,5253.31,5210.23,-,1.19
14-07-2015,5231.69,5249.24,5249.69,5215.98,-,-0.31
15-07-2015,5216.1,5233.16,5234.09,5210.62,-,-0.3
16-07-2015,5281.79,5242.52,5287.88,5230.45,-,1.26
17-07-2015,5222.53,5281.79,5281.79,5217.41,-,-1.12
20-07-2015,5208.25,5222.53,5226.58,5204.82,-,-0.27
21-07-2015,5171.88,5203.57,5219.61,5162.57,-,-0.7
22-07-2015,5193.5,5171.88,5199.65,5163.41,-,0.42
23-07-2015,5129.22,5199.52,5203.3,5126.26,-,-1.24
24-07-2015,5042.98,5128.62,5128.62,5041.2,-,-1.68
27-07-2015,4994.31,5042.98,5042.98,4985.57,-,-0.97
28-07-2015,5019.33,5010.99,5038.84,4957.57,-,0.5
29-07-2015,5054.05,5020.71,5061.26,5020.71,-,0.69
30-07-2015,5082.66,5044.17,5091.5,5040.4,-,0.57
31-07-2015,5101.94,5083.26,5119.63,5070.75,-,0.38
03-08-2015,5049.31,5101.94,5107.4,5031.03,-,-1.03
04-08-2015,5079.29,5052.45,5106.32,5050.03,-,0.59
05-08-2015,5131.33,5110.73,5157.75,5110.73,-,1.02
06-08-2015,5035.61,5128.49,5128.49,5011.58,-,-1.87
07-08-2015,4991.95,5023.8,5028.09,4974.03,-,-0.87
10-08-2015,5049.93,4991.95,5064.65,4991.95,-,1.16
11-08-2015,5024.03,5015.6,5042.19,4998.63,-,-0.51
12-08-2015,4995.67,4994.65,5004.94,4918.49,-,-0.56
13-08-2015,4990.76,4992.49,5025.14,4974.13,-,-0.1
14-08-2015,5030.41,4992.48,5033.01,4991.84,-,0.79
17-08-2015,5067.74,5030.41,5067.74,4996.12,-,0.74
18-08-2015,5047.6,5064.04,5077.9,5035.43,-,-0.4
19-08-2015,5004.76,5032.07,5039.41,4975.55,-,-0.85
20-08-2015,4882.56,4970.41,4970.41,4882.44,-,-2.44
21-08-2015,4721.84,4836.37,4844.02,4720.82,-,-3.29
24-08-2015,4574.99,4617.93,4706.01,4510.06,-,-3.11
25-08-2015,4572.48,4636.08,4704.06,4571.38,-,-0.05
26-08-2015,4728.05,4626.97,4730.63,4591.36,-,3.4
27-08-2015,4832.85,4758.22,4859.69,4758.22,-,2.22
28-08-2015,4861.26,4824.97,4875.61,4823.68,-,0.59
31-08-2015,4851.32,4861.26,4883.83,4828.4,-,-0.2
01-09-2015,4750.16,4795.03,4814.17,4734.16,-,-2.09
02-09-2015,4815.18,4752.06,4821.17,4752.06,-,1.37
03-09-2015,4819.97,4815.24,4872.06,4808.64,-,0.1
04-09-2015,4785.02,4819.97,4819.97,4766.63,-,-0.73
08-09-2015,4870.44,4834.87,4875.09,4822.92,-,1.79
09-09-2015,4801.02,4898.78,4910.45,4794.97,-,-1.43
10-09-2015,4790.51,4788.19,4834.52,4777.44,-,-0.22
11-09-2015,4787.36,4764.71,4787.47,4729.56,-,-0.07
14-09-2015,4765.84,4787.36,4792.97,4755.97,-,-0.45
15-09-2015,4796.16,4765.84,4805.11,4748.78,-,0.64
16-09-2015,4870.85,4798.75,4874.36,4793.59,-,1.56
17-09-2015,4872.23,4870.85,4936.41,4862.67,-,0.03
18-09-2015,4785.03,4838.21,4850.72,4777.24,-,-1.79
21-09-2015,4813.64,4809.17,4864,4799.91,-,0.6
22-09-2015,4759.12,4770.66,4775.48,4723.44,-,-1.13
23-09-2015,4741.31,4759.41,4773.81,4725.57,-,-0.37
24-09-2015,4731.54,4741.31,4741.78,4687.91,-,-0.21
25-09-2015,4703.32,4731.73,4760.47,4684.37,-,-0.6
28-09-2015,4561.01,4702.96,4702.96,4552.43,-,-3.03
29-09-2015,4544.66,4561.01,4586.24,4522.24,-,-0.36
30-09-2015,4601.82,4581.45,4610.03,4556.34,-,1.26
01-10-2015,4585.43,4604.96,4609.87,4534.29,-,-0.36
02-10-2015,4657.67,4548.8,4657.91,4504.27,-,1.58
05-10-2015,4738.25,4677.17,4741.86,4677.17,-,1.73
06-10-2015,4689.48,4738.25,4756.33,4664.55,-,-1.03
07-10-2015,4731.49,4706.86,4734.97,4673.85,-,0.9
08-10-2015,4804.26,4725.11,4812.55,4725.11,-,1.54
09-10-2015,4789.42,4804.25,4804.7,4746.9,-,-0.31
12-10-2015,4783.91,4794.5,4799.14,4766.51,-,-0.12
13-10-2015,4722.6,4782.98,4797.46,4720.83,-,-1.28
14-10-2015,4675.85,4722.45,4762.13,4662.4,-,-0.99
15-10-2015,4732.62,4676.56,4732.98,4637.01,-,1.21
16-10-2015,4760.19,4737.08,4761.38,4718.63,-,0.58
19-10-2015,4793.35,4760.19,4794.86,4748.12,-,0.7
20-10-2015,4804.61,4794.5,4818.09,4789.89,-,0.23
21-10-2015,4751.07,4817.08,4818.48,4746.72,-,-1.11
22-10-2015,4737.62,4751.69,4780.76,4724.82,-,-0.28
23-10-2015,4666.81,4738.02,4778.01,4629.03,-,-1.49
26-10-2015,4696.47,4666.81,4706.23,4664.77,-,0.64
27-10-2015,4642.72,4677.12,4677.12,4601.39,-,-1.14
28-10-2015,4756.78,4652.31,4760.11,4642.28,-,2.46
29-10-2015,4729.05,4756.78,4756.78,4702.57,-,-0.58
30-10-2015,4759.79,4729.65,4784.17,4715.89,-,0.65
02-11-2015,4809.18,4763.16,4813.41,4714.29,-,1.04
03-11-2015,4867.4,4810.88,4879.93,4810.87,-,1.21
04-11-2015,4813.34,4862.43,4864.61,4803.65,-,-1.11
05-11-2015,4843.81,4823.37,4848.25,4782.24,-,0.63
06-11-2015,4800.52,4813.93,4813.93,4763.22,-,-0.89
09-11-2015,4701.41,4784.37,4784.37,4688.23,-,-2.06
10-11-2015,4741.51,4690.66,4744.97,4671.41,-,0.85
11-11-2015,4632.38,4740.78,4741.19,4625.53,-,-2.3
12-11-2015,4574.83,4612.36,4633.47,4574.2,-,-1.24
13-11-2015,4392.26,4541.61,4541.61,4386.27,-,-3.99
16-11-2015,4457.8,4378.44,4458.32,4353.09,-,1.49
17-11-2015,4447.25,4457.8,4510.38,4420.92,-,-0.24
18-11-2015,4519.48,4453.31,4522.03,4450.44,-,1.62
19-11-2015,4484.05,4509.52,4523.22,4481.68,-,-0.78
20-11-2015,4580.64,4518.74,4586.4,4517.66,-,2.15
23-11-2015,4619.75,4580.54,4623.59,4568.7,-,0.85
24-11-2015,4661.64,4588.83,4675.63,4582.62,-,0.91
25-11-2015,4727.49,4661.64,4741.12,4661.64,-,1.41
27-11-2015,4721.49,4728.8,4733.58,4693.67,-,-0.13
30-11-2015,4615.63,4725.73,4727.42,4610.92,-,-2.24
01-12-2015,4633.01,4615.7,4647.93,4609.5,-,0.38
02-12-2015,4630.62,4641.78,4672.21,4621.96,-,-0.05
03-12-2015,4554.87,4638.43,4665.94,4531.19,-,-1.64
04-12-2015,4627.35,4560.7,4631.65,4546.15,-,1.59
07-12-2015,4590.6,4611.05,4613.89,4571.54,-,-0.79
08-12-2015,4582.09,4590.6,4603.62,4530.39,-,-0.19
09-12-2015,4567.54,4571.86,4649.19,4537.59,-,-0.32
10-12-2015,4585.23,4567.54,4607.46,4564.89,-,0.39
11-12-2015,4505.12,4585.23,4585.23,4497.5,-,-1.75
14-12-2015,4491.29,4513.36,4548.43,4445.21,-,-0.31
15-12-2015,4519.88,4491.29,4561.59,4491.29,-,0.64
16-12-2015,4593.02,4545.96,4599.87,4532.84,-,1.62
17-12-2015,4497.42,4603.05,4603.05,4497.42,-,-2.08
18-12-2015,4442.81,4486.56,4493.61,4439.41,-,-1.21
21-12-2015,4443.84,4442.81,4468.95,4418.38,-,0.02
22-12-2015,4527.94,4459.71,4538.2,4454.42,-,1.89
23-12-2015,4570.07,4546.35,4582.97,4524.53,-,0.93
24-12-2015,4539.88,4564.04,4567.66,4530.01,-,-0.66
28-12-2015,4521.64,4539.88,4539.88,4492.55,-,-0.4
29-12-2015,4574.56,4545.39,4595.28,4545.39,-,1.17
30-12-2015,4534.94,4574.56,4574.56,4534.28,-,-0.87
31-12-2015,4495.54,4519.81,4531.83,4495.42,-,-0.87
04-01-2016,4468.4,4495.54,4495.54,4408.3,-,-0.6
05-01-2016,4495.41,4479.22,4502.12,4450.52,-,0.6
06-01-2016,4410.83,4455.6,4455.6,4376.53,-,-1.88
07-01-2016,4385.91,4379.51,4448.49,4360.03,-,-0.56
08-01-2016,4256.33,4394.56,4396.81,4250.72,-,-2.95
11-01-2016,4272.85,4270.91,4295.66,4224.89,-,0.39
12-01-2016,4305.97,4272.85,4348.74,4237.7,-,0.78
13-01-2016,4167.9,4313.41,4313.64,4161.35,-,-3.21
14-01-2016,4170.38,4167.9,4212.63,4092.19,-,0.06
15-01-2016,4098.15,4113.13,4115.91,4015.45,-,-1.73
19-01-2016,4059.29,4123.26,4129.37,4015.12,-,-0.95
20-01-2016,4079.94,4022.74,4120.4,3928.61,-,0.51
21-01-2016,4120.84,4079.94,4178.54,4067.96,-,1
22-01-2016,4187.63,4159.29,4210.97,4154.01,-,1.62
25-01-2016,4111.52,4187.63,4187.63,4107.16,-,-1.82
26-01-2016,4202.82,4126.3,4221.64,4122.55,-,2.22
27-01-2016,4153.12,4203.06,4226.59,4129.98,-,-1.18
28-01-2016,4144.3,4180.64,4181.78,4114.33,-,-0.21
29-01-2016,4260.84,4157.93,4260.84,4157.93,-,2.81
01-02-2016,4283.37,4242.69,4300.66,4206.77,-,0.53
02-02-2016,4202.71,4252.36,4267.18,4184.51,-,-1.88
03-02-2016,4176.03,4221.62,4222.57,4097.32,-,-0.63
04-02-2016,4169.93,4175.49,4192.21,4107.9,-,-0.15
05-02-2016,4064.59,4148.64,4149.75,4053.62,-,-2.53
08-02-2016,4016.68,4040.64,4040.64,3957.07,-,-1.18
09-02-2016,3996.63,3986.5,4063.54,3957.77,-,-0.5
10-02-2016,4000.1,4023.64,4062.77,3999.66,-,0.09
11-02-2016,3989.13,3972.07,4009.46,3939.5,-,-0.27
12-02-2016,4076.3,4017.01,4080.11,4001.87,-,2.19
16-02-2016,4238.77,4076.3,4250.77,4076.3,-,3.99
17-02-2016,4330.32,4260.61,4345.98,4260.61,-,2.16
18-02-2016,4321.17,4322.99,4334.5,4264.79,-,-0.21
19-02-2016,4290.15,4296.01,4302.79,4228.09,-,-0.72
22-02-2016,4363.53,4321.09,4376.92,4320.57,-,1.71
23-02-2016,4373.3,4362.03,4398.38,4341.85,-,0.22
24-02-2016,4422.52,4373.3,4428.14,4299.77,-,1.13
25-02-2016,4486.73,4432.45,4486.76,4399.49,-,1.45
26-02-2016,4496.3,4501.48,4508.5,4461.82,-,0.21
29-02-2016,4494.75,4496.3,4541.61,4494.22,-,-0.03
01-03-2016,4562.69,4517.96,4562.71,4489.76,-,1.51
02-03-2016,4584.37,4584.37,4584.37,4584.37,-,0.48
03-03-2016,4622.86,4584.37,4624.58,4554.15,-,0.84
04-03-2016,4645.86,4623.39,4696.62,4620.36,-,0.5
07-03-2016,4672.77,4627.55,4702.55,4626.91,-,0.58
08-03-2016,4639.13,4666.28,4685.98,4636.73,-,-0.72
09-03-2016,4646.97,4656.82,4664.4,4620.4,-,0.17
10-03-2016,4658.44,4665.22,4701.39,4601.3,-,0.25
11-03-2016,4723.8,4694.58,4725.68,4683.29,-,1.4
14-03-2016,4717.53,4724.98,4734.44,4699.08,-,-0.13
15-03-2016,4675.38,4711.98,4716.28,4665.02,-,-0.89
16-03-2016,4694.62,4663.71,4707.2,4650.21,-,0.41
17-03-2016,4739.79,4694.62,4750.93,4670.7,-,0.96
18-03-2016,4774.6,4753.08,4794.52,4751.99,-,0.73
21-03-2016,4756.64,4771.11,4793.1,4744.96,-,-0.38
22-03-2016,4731.05,4756.64,4766.45,4715.68,-,-0.54
23-03-2016,4672.3,4731.05,4731.05,4671.23,-,-1.24
24-03-2016,4699,4673.73,4700.01,4646.5,-,0.57
28-03-2016,4731.9,4710.77,4761.11,4705.57,-,0.7
29-03-2016,4792.95,4726.1,4796.98,4718.37,-,1.29
30-03-2016,4802.36,4792.95,4827.93,4787.29,-,0.2
31-03-2016,4798.26,4803.13,4820.62,4780.88,-,-0.09
01-04-2016,4795.08,4798.26,4798.74,4744.99,-,-0.07
04-04-2016,4730.57,4802.32,4802.32,4727.28,-,-1.35
05-04-2016,4677.79,4704.07,4714.78,4673.56,-,-1.12
06-04-2016,4710.3,4682.36,4721.2,4651.82,-,0.69
07-04-2016,4583.42,4710.3,4710.3,4567.84,-,-2.69
08-04-2016,4554.29,4600.19,4600.19,4533.58,-,-0.64
11-04-2016,4520.84,4554.29,4593.17,4520.31,-,-0.73
12-04-2016,4578.34,4528.26,4587.5,4490.49,-,1.27
13-04-2016,4700.75,4578.47,4705.78,4578.47,-,2.67
14-04-2016,4671.58,4700.75,4701.07,4654.99,-,-0.62
15-04-2016,4708.19,4664.39,4708.92,4664.39,-,0.78
18-04-2016,4728.76,4694.24,4730.83,4684.44,-,0.44
19-04-2016,4711.85,4729.16,4749.32,4702.52,-,-0.36
20-04-2016,4730.5,4709.77,4746.67,4696.68,-,0.4
21-04-2016,4674.63,4730.5,4741.54,4672.18,-,-1.18
22-04-2016,4699.6,4675.16,4705.93,4670.82,-,0.53
25-04-2016,4658.47,4699.63,4699.63,4646.73,-,-0.88
26-04-2016,4726.85,4667.32,4732.91,4662.29,-,1.47
27-04-2016,4752.61,4720.49,4758.27,4710.58,-,0.54
28-04-2016,4652.48,4730.95,4731.53,4645.57,-,-2.11
29-04-2016,4596.4,4658.37,4658.37,4572.01,-,-1.21
02-05-2016,4633.09,4596.4,4636.81,4575.55,-,0.8
03-05-2016,4570.72,4633.09,4633.09,4545.38,-,-1.35
04-05-2016,4551.97,4544.98,4589.5,4531.28,-,-0.41
05-05-2016,4455.35,4539.77,4539.77,4451.6,-,-2.12
06-05-2016,4468.98,4437.42,4469.39,4400.45,-,0.31
09-05-2016,4537.16,4468.98,4560.21,4468.33,-,1.53
10-05-2016,4533.71,4533.64,4542.51,4499.35,-,-0.08
11-05-2016,4334.29,4496.2,4496.2,4333.35,-,-4.4
12-05-2016,4320.38,4334.29,4343.95,4287.23,-,-0.32
13-05-2016,4262.07,4320.38,4350.55,4259.35,-,-1.35
16-05-2016,4288.65,4264.86,4301,4256.8,-,0.62
17-05-2016,4224.4,4277.5,4289.81,4205.18,-,-1.5
18-05-2016,4166.77,4201.77,4201.77,4146.06,-,-1.36
19-05-2016,4213.72,4158.98,4226.84,4158.04,-,1.13
20-05-2016,4273.95,4213.72,4276.52,4209.55,-,1.43
23-05-2016,4242.5,4275.15,4306.73,4241.36,-,-0.74
24-05-2016,4273.09,4252.52,4288.62,4233.52,-,0.72
25-05-2016,4324.09,4274.1,4334.35,4263.17,-,1.19
26-05-2016,4335.02,4324.09,4362.82,4323.88,-,0.25
27-05-2016,4390.67,4343.64,4390.67,4343.64,-,1.28
