Date,High,Low,Open,Close,Volume,Adj Close,ticker
9/3/2019,1800.800049,1768,1770,1789.839966,3543000,1789.839966,AMZN
9/4/2019,1807.630005,1796.22998,1805,1800.619995,2324100,1800.619995,AMZN
9/5/2019,1842,1815.579956,1821.949951,1840.719971,3310800,1840.719971,AMZN
9/6/2019,1840.650024,1826.400024,1838.219971,1833.51001,2496900,1833.51001,AMZN
9/9/2019,1850,1824.609985,1841,1831.349976,2999500,1831.349976,AMZN
9/10/2019,1825.810059,1805.339966,1822.75,1820.550049,2613900,1820.550049,AMZN
9/11/2019,1833.420044,1809.079956,1812.140015,1822.98999,2432800,1822.98999,AMZN
9/12/2019,1853.660034,1834.280029,1837.630005,1843.550049,2823500,1843.550049,AMZN
9/13/2019,1846.119995,1835.170044,1842.01001,1839.339966,1971300,1839.339966,AMZN
9/16/2019,1825.689941,1800.199951,1824.02002,1807.839966,3675500,1807.839966,AMZN
9/16/2019,1825.689941,1800.199951,1824.02002,1807.839966,3675500,1807.839966,AMZN
9/16/2019,1825.689941,1800.199951,1824.02002,1807.839966,3675500,1807.839966,AMZN
9/17/2019,1823.98999,1804.099976,1807.079956,1822.550049,1982400,1822.550049,AMZN
9/18/2019,1822.060059,1795.5,1817.040039,1817.459961,2505600,1817.459961,AMZN
